DAUs - Rolling Average

Formula,"ROLLAVG(UNIQUES,A,30)"
A:,[Amplitude] Any Active Event

Segment,2025-10-26,2025-10-27,2025-10-28,2025-10-29,2025-10-30,2025-10-31,2025-11-01,2025-11-02,2025-11-03,2025-11-04,2025-11-05,2025-11-06,2025-11-07,2025-11-08,2025-11-09,2025-11-10,2025-11-11,2025-11-12,2025-11-13,2025-11-14,2025-11-15,2025-11-16,2025-11-17,2025-11-18,2025-11-19,2025-11-20,2025-11-21,2025-11-22,2025-11-23,2025-11-24,2025-11-25,2025-11-26,2025-11-27,2025-11-28,2025-11-29,2025-11-30,2025-12-01,2025-12-02,2025-12-03,2025-12-04,2025-12-05,2025-12-06,2025-12-07,2025-12-08,2025-12-09,2025-12-10,2025-12-11,2025-12-12,2025-12-13,2025-12-14,2025-12-15,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-20,2025-12-21,2025-12-22,2025-12-23,2025-12-24,2025-12-25,2025-12-26,2025-12-27,2025-12-28,2025-12-29,2025-12-30,2025-12-31,2026-01-01,2026-01-02,2026-01-03,2026-01-04,2026-01-05,2026-01-06,2026-01-07,2026-01-08,2026-01-09,2026-01-10,2026-01-11,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-17,2026-01-18,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-24,2026-01-25,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31,2026-02-01,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-07,2026-02-08,2026-02-09,2026-02-10,2026-02-11,2026-02-12,2026-02-13,2026-02-14,2026-02-15,2026-02-16,2026-02-17,2026-02-18,2026-02-19,2026-02-20,2026-02-21,2026-02-22,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27,2026-02-28,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-19,2026-03-20,2026-03-21,2026-03-22,2026-03-23,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25
All Users,3690.8,3746.97,3827.7,3938,4031.4,4103.7,4172.87,4279.33,4359.73,4435.77,4515.23,4588.5,4666.57,4734.33,4808.6,4877.77,4943.13,5002.77,5069.3,5135.67,5210.5,5287.1,5330.13,5357.5,5393.57,5454.7,5507.87,5569.37,5612.03,5642.6,5717.03,5887.1,6013.53,6092.73,6195.83,6312.9,6408.1,6452.17,6551,6649.83,6748.63,6856.17,6950.9,7044.53,7118.13,7180.17,7188.4,7206.33,7222.9,7247.57,7258.5,7239.03,7194.5,7139.33,7097.7,7041.27,6981.43,6885.63,6784.63,6717.2,6732.77,6886.7,7059.5,7353.43,7678.93,8103.53,8571.13,8780.23,8964.67,9108.87,9259.7,9412.5,9562.2,9696.7,9826.73,9968.43,10155.63,10336.83,10500.67,10644.53,10794.73,10969.5,11238.37,11549.5,11893.33,12238.33,12567.23,12959.2,13612.7,14505.23,15297.77,15859.53,16279.93,16624.67,16905.93,17057.8,17245.63,17689.47,18156.63,18618.67,19053.17,19476.5,19957.97,20519,21136.67,21803.27,22499.27,23206.5,23940.43,24723.3,25534.97,26398.13,27339.43,28315.53,29246,30148.87,31123,32042.87,32664.83,33121.2,33546.87,33926.6,34474.9,35002.67,35600.3,36238.27,36765.27,37239.57,37727.1,38355.63,38968.53,39527.37,40037.9,40535.5,40965.8,41310.4,41638.1,41919.57,42208.4,42456.23,42734.17,42973.13,43052.33,43114.3,43148.7,43214.9,43263.43,43412.07,43643.87,43820.83,44035.6,44416.87,44814,45251.7,45775.23,46311.37,46916,47629.67,48241.63,48785.07,49365.13,50088.2,50887.77,51625.5,52332.23,53129.6,54325,55845.8,57589.8,59170.37,60553.7,61780.87,63038.83,64137.4,65319.73,66460.6,67384.3,68082.17,68658.47,69165.17,69549,69845.3
